Footpad_1
1826.411539
1853.948078
1881.484617
1909.021155
1936.557694
1964.094233
1991.630772
2019.167311
2046.70385
2074.240389
2101.776928
2129.313466
2156.850005
2184.386544
2211.923083
2239.459622
2266.996161
2294.5327
2322.069239
2349.605777
2377.142316
2404.678855
2432.215394
2459.751933
2487.288472
2514.825011
2542.361549
2569.898088
2597.434627
2624.971166
2652.507705
2680.044244
2707.580783
2735.117322
2762.65386
2790.190399
2817.726938
2845.263477
2872.800016
2900.336555
2927.873094
2955.409632
2982.946171
3010.48271
3038.019249
3065.555788
3093.092327
3120.628866
3148.165405
3175.701943
3203.238482
3224.551763
3259.435383
3293.996478
3328.224379
3362.107689
3395.635126
3428.795526
3461.577846
3493.971171
3525.964713
3557.54782
3588.709975
3640.977356
3701.553317
3761.226022
3819.975599
3877.782486
3934.627433
3990.491513
4045.356123
4099.202994
4152.014195
4203.772142
4254.4596
4304.05969
4352.555896
4399.932069
4446.172435
4491.261595
4535.184536
4577.926631
4619.473649
4659.811754
4698.927514
4736.807905
4773.440313
4808.812539
4842.912806
4875.729758
4907.252467
4937.470438
4966.373607
4993.952351
5020.197487
5045.100274
5068.65242
5090.846084
5111.673874
5131.128856
5149.204551
5165.89494
5181.194466
5195.098033
5207.601013
5218.699242
5228.389025
5236.667134
5243.530813
5248.977778
5253.006213
5255.614779
5256.802605
5256.569296
5254.914931
5251.84006
5247.345707
5241.433369
5234.105013
5225.363081
5215.210484
5203.650602
5190.687284
5176.324847
5160.568074
5143.422211
5124.892968
