4.401986862901503628e+01,4.882410745649358432e+02
2.535164422912930604e+01,4.335120840959398265e+02
2.717296938638173742e+01,3.814683978826101338e+02
5.013215947829667130e+01,3.173319176991503809e+02
6.033716053303032822e+01,2.591649988064245917e+02
6.510893749467504676e+01,1.956846463764932196e+02
7.194884015924981213e+01,1.468376584290344908e+02
8.641654852543251764e+01,1.136088995802438149e+02
7.672061712089453067e+01,8.335730599910357341e+01
4.777456163270653633e+01,4.860207802294644353e+01
2.535165667405271961e+01,2.427810151384801429e+01
