x,y,z
0.06999999999999999,0.0,-0.04
0.0698918170057685,0.003890233364743799,-0.04
0.06956760241050954,0.007768442241097393,-0.04
0.06902835834295702,0.011622639307675094,-0.04
0.06827575157562095,0.015440911462219176,-0.04
0.06731210837288902,0.019211456644316227,-0.04
0.06614040730067673,0.022922620314889557,-0.04
0.06476427001985081,0.026562931479711574,-0.04
0.06318795009188309,0.030121138145589563,-0.04
0.06141631983133568,0.03358624209963185,-0.04
0.05945485524581593,0.036947532904093514,-0.04
0.057309619109950714,0.04019462100172573,-0.04
0.054987242225697494,0.04331746982930177,-0.04
0.05249490292691549,0.046306426840058805,-0.04
0.04984030489154708,0.049152253339166736,-0.04
0.04703165332999075,0.05184615304000451,-0.04
0.04407762962326597,0.05437979925297799,-0.04
0.04098736448936203,0.056745360622840205,-0.04
0.037770409760711915,0.05893552533496174,-0.04
0.0344367088600257,0.06094352371573066,-0.04
0.03099656606574077,0.06276314915722575,-0.04
0.027460614662087664,0.06438877730148582,-0.04
0.023839784072217957,0.06581538342507792,-0.04
0.020145266075983555,0.06703855797022953,-0.04
0.016388480216786575,0.06805452017451885,-0.04
0.01258103850442516,0.06886012975699486,-0.04
0.008734709523036595,0.06945289662460576,-0.04
0.004861382055078223,0.0698309885689338,-0.04
0.0009730283337820618,0.06999323692944667,-0.04
-0.0029183329623318306,0.06993914020576007,-0.04
-0.006800673858501993,0.06966886560774681,-0.04
-0.010661994261506344,0.0691832485387005,-0.04
-0.01449035905126245,0.06848379001315198,-0.04
-0.018273934971599834,0.0675726520173194,-0.04
-0.02200102720617669,0.06645265082653266,-0.04
-0.025660115526486893,0.06512724830028783,-0.04
-0.02923988990022622,0.0636005411818378,-0.04
-0.03272928544995397,0.06187724843539369,-0.04
-0.036117516653995055,0.05996269666007683,-0.04
-0.03939411068386945,0.05786280362570623,-0.04
-0.04254893977520478,0.05558405998131115,-0.04
-0.04557225253207565,0.053133509192906915,-0.04
-0.04845470406800959,0.05051872577254511,-0.04
-0.05118738489049559,0.047747791865930964,-0.04
-0.05376184843971493,0.04482927227097402,-0.04
-0.056170137196373524,0.0417721879644887,-0.04
-0.05840480727793788,0.03858598821887206,-0.04
-0.06045895144724971,0.03528052139494399,-0.04
-0.06232622046239985,0.03186600450122872,-0.04
-0.06400084270187131,0.028352991613766698,-0.04
-0.0654776420042906,0.024752341254070435,-0.04
-0.06675205366764586,0.02107518282605693,-0.04
-0.06782013855851925,0.017332882215697714,-0.04
-0.0686785952877225,0.013537006659716971,-0.04
-0.06932477041470181,0.009699288991925351,-0.04
-0.06975666664917049,0.005831591377703332,-0.04
-0.06997294902461877,0.0019458686487277878,-0.04
-0.06997294902461877,-0.0019458686487277708,-0.04
-0.06975666664917049,-0.005831591377703345,-0.04
-0.06932477041470181,-0.009699288991925303,-0.04
-0.0686785952877225,-0.013537006659716924,-0.04
-0.06782013855851925,-0.017332882215697728,-0.04
-0.06675205366764587,-0.021075182826056915,-0.04
-0.0654776420042906,-0.02475234125407045,-0.04
-0.06400084270187131,-0.02835299161376668,-0.04
-0.06232622046239987,-0.03186600450122868,-0.04
-0.06045895144724972,-0.03528052139494397,-0.04
-0.058404807277937905,-0.03858598821887202,-0.04
-0.0561701371963735,-0.04177218796448872,-0.04
-0.05376184843971494,-0.04482927227097401,-0.04
-0.0511873848904956,-0.04774779186593095,-0.04
-0.048454704068009585,-0.05051872577254512,-0.04
-0.04557225253207566,-0.0531335091929069,-0.04
-0.0425489397752048,-0.055584059981311135,-0.04
-0.03939411068386947,-0.05786280362570622,-0.04
-0.036117516653995076,-0.05996269666007682,-0.04
-0.03272928544995398,-0.06187724843539368,-0.04
-0.02923988990022624,-0.0636005411818378,-0.04
-0.025660115526486924,-0.06512724830028782,-0.04
-0.022001027206176662,-0.06645265082653268,-0.04
-0.018273934971599883,-0.06757265201731939,-0.04
-0.014490359051262497,-0.06848379001315197,-0.04
-0.010661994261506408,-0.06918324853870049,-0.04
-0.00680067385850201,-0.06966886560774681,-0.04
-0.0029183329623318323,-0.06993914020576007,-0.04
0.0009730283337820447,-0.06999323692944667,-0.04
0.00486138205507819,-0.0698309885689338,-0.04
0.008734709523036578,-0.06945289662460576,-0.04
0.01258103850442513,-0.06886012975699488,-0.04
